화장실명,남녀공용화장실여부,남성용-장애인용대변기수,개방시간,관리기관명,남성용-대변기수,남성용-장애인용소변기수,전화번호,소재지지번주소,여성용-대변기수,구분,남성용-소변기수,경도,여성용-어린이용대변기수,소재지도로명주소,남성용-어린이용대변기수,남성용-어린이용소변기수,위도,여성용-장애인용대변기수,설치년도,데이터기준일자
시흥한도병원,N,0,연중무휴,시흥시청,3,0,,,3,공중화장실,3,126.7842604,0,경기도 시흥시 장곡로37번길 20,0,0,37.37751269,0,,2018-08-20
시흥능곡역,N,1,05:00~00:30,시흥시청,4,0,,경기도 시흥시 능곡동 717,12,공중화장실,8,126.8109982,2,,1,1,37.36958979,1,,2018-08-20
시흥시청역,N,1,05:00~00:30,시흥시청,4,0,,,13,공중화장실,8,126.8059642,2,경기도 시흥시 시흥대로 467,1,1,37.3814319,1,,2018-08-20
신현역,N,1,05:00~00:30,시흥시청,4,0,,경기도 시흥시 미산동 700-1,10,공중화장실,5,126.7879241,1,,0,1,37.40921723,1,,2018-08-20
신천역,N,1,05:00~00:30,시흥시청,4,0,,경기도 시흥시 신천동 768-4,11,공중화장실,8,126.7868498,1,,0,1,37.43913263,1,,2018-08-20
시흥대야역,N,1,05:00~00:30,시흥시청,4,0,,경기도 시흥시 대야동 289-21,12,공중화장실,8,126.7932636,1,,1,1,37.45063735,1,,2018-08-20
㈜목감행복 주유소,N,0,(월~토)05:00~11:00+(일요일)06:00~11:00,시흥시청,2,0,,,2,공중화장실,2,126.8574249,0,경기도 시흥시 목감우회로 9,0,0,37.38131051,0,,2018-08-20
한유에너지 시흥IC주유소,N,0,06:00~11:00,시흥시청,1,0,,,1,공중화장실,1,126.800247,0,경기도 시흥시 소사로 49,0,0,37.46285265,0,,2018-08-20
웅지이노베이션㈜경인점 하우고개주유소,N,0,06:00~11:00,시흥시청,1,0,,,1,공중화장실,1,126.7861896,0,경기도 시흥시 하우로 26-1,0,0,37.4583158,0,,2018-08-20
OK주유소,N,0,06:00~11:00,시흥시청,1,0,,,1,공중화장실,1,126.8155168,0,경기도 시흥시 수인로 2981,0,0,37.42184171,0,,2018-08-20
논곡주유소,N,0,06:00~11:00,시흥시청,2,0,,,2,공중화장실,2,126.864419,0,경기도 시흥시 박달로 85,0,0,37.39987259,0,,2018-08-20
시흥하늘주유소(일산방향),N,0,연중무휴,시흥시청,1,0,,경기도 시흥시 조남동 산17-7,1,공중화장실,1,126.8557726,0,,0,0,37.38564063,0,,2018-08-20
시흥하늘주유소(판교방향),N,0,연중무휴,시흥시청,1,0,,경기도 시흥시 조남동 193,1,공중화장실,1,126.8555613,0,,0,0,37.38275349,0,,2018-08-20
구도일주유소 시화MTV,N,0,06:00~22:00,시흥시청,1,0,,,1,공중화장실,1,126.6960673,0,경기도 시흥시 엠티브이28로 66,0,0,37.33064943,0,,2018-08-20
㈜효창에너지 직영5 주유소,N,0,09:00~24:00,시흥시청,1,0,,,1,공중화장실,1,126.8549856,0,경기도 시흥시 동서로 996,0,0,37.37917392,0,,2018-08-20
중앙도서관,N,0,08:00~23:00,시흥시청,3,0,,,3,공중화장실,3,126.7356562,0,경기도 시흥시 정왕대로 191,0,0,37.34813074,0,,2018-08-20
능곡도서관,N,1,08:00~23:00,시흥시청,2,0,,,2,공중화장실,3,126.8131839,0,경기도 시흥시 능곡중앙로 85,0,0,37.37137729,1,,2018-08-20
대야어린이도서관,N,1,09:00~18:00,시흥시청,1,0,,,1,공중화장실,1,126.7925906,1,경기도 시흥시 비둘기공원로 25,1,1,37.44386055,1,,2018-08-20
정왕어린이도서관,N,1,09:00~18:00,시흥시청,1,0,,,1,공중화장실,1,126.7481254,1,경기도 시흥시 정왕시장길 45,0,0,37.34532512,1,,2018-08-20
평생학습센터,N,1,08:00~23:00,시흥시청,2,0,,,3,공중화장실,3,126.796826,0,경기도 시흥시 은행로173번길 14,0,0,37.44553298,1,,2018-08-20
거모종합사회복지관,N,1,(평일)09:00~18:00,시흥시청,2,0,,,3,공중화장실,3,126.7813248,0,경기도 시흥시 군자로466번길 37,0,0,37.34486134,1,,2018-08-20
근로자종합복지관,N,1,(평일)06:00~23:00+토요일(08:00~17:00),시흥시청,2,0,,,1,공중화장실,3,126.7278575,0,경기도 시흥시 마유로 218,0,0,37.33749535,1,,2018-08-20
오이도빨간등대,N,1,연중무휴,시흥시청,2,0,,,5,공중화장실,3,126.6879413,0,경기도 시흥시 오이도로 175,0,0,37.34528259,1,,2018-08-20
신천동주민센터,N,0,09:00~18:00,시흥시청,2,0,,,3,공중화장실,3,126.7817846,0,경기도 시흥시 포도원로 72,0,0,37.43547969,1,,2018-08-20
목감동주민센터,N,0,09:00~18:00,시흥시청,1,0,,,2,공중화장실,1,126.8573418,0,경기도 시흥시 목감초등길 27,0,0,37.38461897,0,,2018-08-20
정왕1동주민센터,N,1,09:00~18:00,시흥시청,3,0,,,2,공중화장실,3,126.743985,0,경기도 시흥시 정왕대로298번길 15,0,0,37.34025966,1,,2018-08-20
정왕2동주민센터,N,1,09:00~18:00,시흥시청,1,0,,,3,공중화장실,3,126.7289508,0,경기도 시흥시 정왕대로 122,0,0,37.3510385,1,,2018-08-20
