화장실명,남녀공용화장실여부,남성용-장애인용대변기수,개방시간,관리기관명,남성용-대변기수,남성용-장애인용소변기수,전화번호,소재지지번주소,여성용-대변기수,구분,남성용-소변기수,경도,여성용-어린이용대변기수,소재지도로명주소,남성용-어린이용대변기수,남성용-어린이용소변기수,위도,여성용-장애인용대변기수,설치년도,데이터기준일자
청운체육공원,N,0,09:00~21:00,청운면,3,0,031-770-3222,경기도 양평군 청운면 여물리 112-1,8,공중화장실,5,127.7021584,0,경기도 양평군 청운면 여물리 112-1,0,0,37.55294785,2,,2018-08-01
청운초등학교,N,0,08:00~18:00,청운초등학교,7,0,,경기도 양평군 청운면 용두리625번지 1호,16,공중화장실,8,127.7107226,0,경기도 양평군 청운면 용두로 170,0,0,37.55625546,1,,2018-08-01
충혼탑근처산중턱,N,0,09:00~18:00,양평읍,2,0,031-772-1024,경기도 양평군 양평읍 창대리 산 23,3,개방화장실,3,127.4956451,0,경기도 양평군 양평읍 창대리 산 23,0,0,37.48456114,0,,2018-08-01
코바코연수원본관,N,0,07:00~22:00,코바코연수원,13,0,,,10,공중화장실,19,127.4965545,0,경기도 양평군 강상면 강남로 1375,0,0,37.45113014,0,,2018-08-01
코바코연수원옥외,N,0,07:00~22:00,코바코연수원,2,0,,,8,공중화장실,3,127.4965545,0,경기도 양평군 강상면 강남로 1375,0,0,37.45113014,0,,2018-08-01
코바코연수원화합관,N,0,05:00~23:00,코바코연수원,8,0,,,20,공중화장실,9,127.4965545,0,경기도 양평군 강상면 강남로 1375,0,0,37.45113014,0,,2018-08-01
태양주유소,N,0,07:00~22:00,태양주유소,2,0,,,2,공중화장실,2,127.5003886,0,경기도 양평군 양평읍 양근로 316,0,0,37.4824256,0,Jan-17,2018-08-01
토마토앤어니언휴게소,N,0,09:00~21:00,토마토앤어니언휴게소,7,0,,,14,공중화장실,11,127.5302566,0,경기도 양평군 양평읍 경강로 2271,0,0,37.49415967,2,Jan-91,2018-08-01
팔당수난구조대,N,0,09:00~18:00,팔당수난구조대,1,0,,,1,공중화장실,2,127.3486375,0,경기도 양평군 서종면 북한강로 619,0,0,37.59444566,0,Dec-00,2018-08-01
평화의집,N,0,08:00~18:00,평화의집,10,0,,경기도 양평군 양동면 삼산리248번지,15,공중화장실,7,127.7761476,0,경기도 양평군 양동면 양동금곡4길 108-20,0,0,37.41266947,7,,2018-08-01
평화주유소,N,0,연중무휴,평화주유소,2,0,,,2,공중화장실,2,127.6959285,0,경기도 양평군 청운면 경강로 4087,0,0,37.54309556,0,,2018-08-01
포도밭에아이들,N,0,06:00~22:00,포도밭에아이들,5,0,,경기도 양평군 양평읍 양근리426번지 1호,8,공중화장실,5,127.4890945,0,경기도 양평군 양평읍 양근로 174-1,0,0,37.49053143,2,,2018-08-01
하현교옆,N,0,06:00~22:00,용문면,1,0,,경기도 양평군 용문면 중원리 706,1,공중화장실,1,127.6222124,0,경기도 양평군 용문면 중원리 706,0,0,37.53390971,0,,2018-08-01
학골계곡주차장,N,0,06:00~22:00,용문면,1,0,,경기도 양평군 용문면 연수리 산 61-1,1,공중화장실,0,127.5625192,0,경기도 양평군 용문면 연수리 산 61-1,0,0,37.53740224,0,,2018-08-01
한강주유소,N,0,연중무휴,한강주유소,1,0,,,2,공중화장실,1,127.5403888,0,경기도 양평군 개군면 여양로 2140,0,0,37.41565446,0,,2018-08-01
한국야쿠르트개발원,N,0,07:00~22:00,한국야쿠르트개발원,10,0,,,12,공중화장실,16,127.6330195,0,경기도 양평군 단월면 한서로 1468,0,0,37.63925957,0,,2018-08-01
한국전력공사양평지점,N,0,07:00~22:00,개군면,5,0,,경기도 양평군 강상면 병산리 30-1,5,공중화장실,5,127.4808637,0,경기도 양평군 강상면 병산리 30-1,0,0,37.48715944,0,,2018-08-01
한길요양병원,N,0,09:00~18:00,한길요양병원,2,0,,,2,공중화장실,1,127.4232666,0,경기도 양평군 양서면 남한강변길 83,0,0,37.51126714,0,,2018-08-01
해성주유소,Y,0,연중무휴,해성주유소,0,0,,,1,공중화장실,1,127.5353017,0,경기도 양평군 개군면 개군로 137,0,0,37.45637422,0,,2018-08-01
향소1리게이트볼장,N,0,08:00~22:00,게이트볼회,1,0,,,1,공중화장실,1,127.646258,0,경기도 양평군 단월면 석산로 348,0,0,37.57861346,0,,2018-08-01
쉬자파크,N,1,연중무휴,전략기획과,2,0,,,3,공중화장실,2,127.5338704,0,경기도 양평군 양평읍 백안리 8,0,0,37.51191823,1,,2018-08-01
양근섬,N,0,연중무휴,안전총괄과,1,0,,,3,공중화장실,2,127.4791699,0,경기도 양평군 양평읍 양근리 600-4,0,0,37.49599612,0,,2018-08-01
용문산관광지(관리소),N,1,연중무휴,문화체육과,4,0,,,7,공중화장실,6,127.5830599,0,경기도 양평군 용문면 용문산로 641,0,0,37.54529617,1,,2018-08-01
용문산관광지(박물관) 1층,N,0,연중무휴,관광진흥과,3,0,,,3,공중화장실,3,127.5812266,0,경기도 양평군 용문면 용문산로 670,0,0,37.54760453,0,,2018-08-01
용문산관광지(박물관) 2층,N,0,연중무휴,관광진흥과,4,0,,,4,공중화장실,4,127.5812266,0,경기도 양평군 용문면 용문산로 670,0,0,37.54760453,0,,2018-08-01
용문산관광지(일주문),N,0,연중무휴,문화체육과,3,0,,,15,공중화장실,15,127.5737054,0,경기도 양평군 용문면 용문산로 749,0,0,37.54841256,0,,2018-08-01
용문산관광지(야영장),N,0,연중무휴,관광진흥과,2,0,,,2,공중화장실,2,127.5793159,0,경기도 양평군 용문면 신점리 531,0,0,37.54636695,0,,2018-08-01
용문산 주차장,N,0,연중무휴,용문면,3,0,,,3,공중화장실,3,127.5844004,0,경기도 양평군 용문면 신점리 374-1,0,0,37.54423719,0,,2018-08-01
용문사국민관광지 은행나무화장실,N,0,연중무휴,관광진흥과,3,0,,,3,공중화장실,3,127.582836,0,경기도 양평군 용문면 신점리 551,0,0,37.54327907,0,,2018-08-01
